prev_id,curr_id,n,prev_title,curr_title,type
11871605,18938265,10,Cherry_Pie_(Warrant_song),Weird_Al_Yankovic,other
239034,18938265,20,Dweezil_Zappa,Weird_Al_Yankovic,link
726651,18938265,18,Donny_Osmond,Weird_Al_Yankovic,link
33629854,18938265,13,DC_Nation_Shorts,Weird_Al_Yankovic,link
5779338,18938265,13,Closing_Time_(Semisonic_song),Weird_Al_Yankovic,link
43318058,18938265,11,Claudia_O'Doherty,Weird_Al_Yankovic,link
10672,18938265,56,Frank_Zappa,Weird_Al_Yankovic,link
1439800,18938265,82,Eye_of_the_Tiger,Weird_Al_Yankovic,link
428865,18938265,10,Ironic_(song),Weird_Al_Yankovic,link
23919750,18938265,11,Fireflies_(Owl_City_song),Weird_Al_Yankovic,link
2125672,18938265,11,Ghetto_Supastar_(That_Is_What_You_Are),Weird_Al_Yankovic,link
9181653,18938265,13,List_of_How_I_Met_Your_Mother_characters,Weird_Al_Yankovic,link
197889,18938265,17,Felix_the_Cat,Weird_Al_Yankovic,link
11901898,18938265,12,Here's_Johnny,Weird_Al_Yankovic,link
10151970,18938265,12,Hip_to_Be_Square,Weird_Al_Yankovic,other
343560,18938265,19,Jack_Black,Weird_Al_Yankovic,link
2683218,18938265,15,List_of_Lilo_&_Stitch:_The_Series_episodes,Weird_Al_Yankovic,link
11311126,18938265,35,It's_All_About_the_Pentiums,Weird_Al_Yankovic,link
7297505,18938265,25,Kristen_Schaal,Weird_Al_Yankovic,other
4072138,18938265,52,"Like_a_Surgeon_(""Weird_Al""_Yankovic_song)",Weird_Al_Yankovic,link
7419707,18938265,24,John_Morrison_(wrestler),Weird_Al_Yankovic,link
1178120,18938265,24,Headline_News_(song),Weird_Al_Yankovic,link
41170737,18938265,37,Happy_(Pharrell_Williams_song),Weird_Al_Yankovic,link
639642,18938265,13,I'll_Be_There_for_You_(The_Rembrandts_song),Weird_Al_Yankovic,link
20593859,18938265,15,Jizz_in_My_Pants,Weird_Al_Yankovic,link
1053554,18938265,94,Gangsta's_Paradise,Weird_Al_Yankovic,link
12798266,18938265,182,"List_of_""Weird_Al""_Yankovic_polka_medleys",Weird_Al_Yankovic,link
4012959,18938265,12,I_Can't_Dance,Weird_Al_Yankovic,link
9903893,18938265,12,List_of_Italian-American_entertainers,Weird_Al_Yankovic,link
43368354,18938265,33,Handy_(song),Weird_Al_Yankovic,link
5888557,18938265,10,Footloose_(song),Weird_Al_Yankovic,link
4429395,18938265,57,Eminem,Weird_Al_Yankovic,link
43727,18938265,144,Frankie_Yankovic,Weird_Al_Yankovic,link
681823,18938265,101,Even_Worse,Weird_Al_Yankovic,link
2706860,18938265,11,Got_My_Mind_Set_on_You,Weird_Al_Yankovic,link
3955585,18938265,12,Janie's_Got_a_Gun,Weird_Al_Yankovic,link
27748226,18938265,11,Jeopardy!,Weird_Al_Yankovic,link
238443,18938265,11,Liam_Lynch_(musician),Weird_Al_Yankovic,link
40095940,18938265,16,List_of_2014_albums,Weird_Al_Yankovic,link
8473867,18938265,10,List_of_30_Rock_characters,Weird_Al_Yankovic,other
3815781,18938265,42,Keegan-Michael_Key,Weird_Al_Yankovic,link
158879,18938265,60,George_Carlin,Weird_Al_Yankovic,other
912417,18938265,10,Grammy_Award_for_Best_Concept_Music_Video,Weird_Al_Yankovic,link
487070,18938265,14,Emo_Philips,Weird_Al_Yankovic,other
738015,18938265,27,Johnny_Bravo,Weird_Al_Yankovic,link
11224587,18938265,31,I_Lost_on_Jeopardy,Weird_Al_Yankovic,link
3671687,18938265,10,Leibniz–Newton_calculus_controversy,Weird_Al_Yankovic,link
10340709,18938265,13,List_of_RCA_Records_artists,Weird_Al_Yankovic,link
21207345,18938265,17,Jerry_Springer,Weird_Al_Yankovic,link
41629180,18938265,87,Game_Grumps,Weird_Al_Yankovic,link
8376816,18938265,12,Electric_Avenue_(song),Weird_Al_Yankovic,link
155452,18938265,16,Hey_Jude,Weird_Al_Yankovic,link
43377300,18938265,31,Foil_(song),Weird_Al_Yankovic,link
9030340,18938265,38,List_of_Cal_Poly_at_San_Luis_Obispo_alumni,Weird_Al_Yankovic,link
3795017,18938265,84,Liberian_Girl,Weird_Al_Yankovic,link
9410052,18938265,17,List_of_polka_artists,Weird_Al_Yankovic,link
20706022,18938265,10,List_of_Volcano_Entertainment_artists,Weird_Al_Yankovic,link
2018105,18938265,140,"List_of_songs_recorded_by_""Weird_Al""_Yankovic",Weird_Al_Yankovic,link
703188,18938265,70,List_of_vegans,Weird_Al_Yankovic,link
640911,18938265,29,List_of_satirists_and_satires,Weird_Al_Yankovic,link
873835,18938265,19,Al_TV,Weird_Al_Yankovic,link
681811,18938265,53,Alapalooza,Weird_Al_Yankovic,link
156683,18938265,23,Don_Pardo,Weird_Al_Yankovic,link
34290593,18938265,31,Call_Me_Maybe,Weird_Al_Yankovic,link
4161738,18938265,11,Weird_Al_Yankovic_Live!,Weird_Al_Yankovic,link
18938265,18938265,38,Weird_Al_Yankovic,Weird_Al_Yankovic,other
2661948,18938265,54,Auto-Tune,Weird_Al_Yankovic,other
998258,18938265,180,Amish_Paradise,Weird_Al_Yankovic,link
7630017,18938265,140,Weird_Al_Yankovic_discography,Weird_Al_Yankovic,link
45137822,18938265,469,Batman_vs._Robin,Weird_Al_Yankovic,link
11424214,18938265,43,EBay_(song),Weird_Al_Yankovic,link
15957378,18938265,844,Aaron_Paul,Weird_Al_Yankovic,link
739408,18938265,102,Eat_It,Weird_Al_Yankovic,link
41953,18938265,75,Bohemian_Rhapsody,Weird_Al_Yankovic,link
432147,18938265,10,Charles_Nelson_Reilly,Weird_Al_Yankovic,link
18527630,18938265,16,"Eat_It_(""Weird_Al""_Yankovic_album)",Weird_Al_Yankovic,link
3716049,18938265,29,Addicted_to_Love_(song),Weird_Al_Yankovic,link
154247,18938265,11,Eddie_Vedder,Weird_Al_Yankovic,other
16757649,18938265,22,Batman:_The_Brave_and_the_Bold,Weird_Al_Yankovic,link
681830,18938265,87,Dare_to_Be_Stupid,Weird_Al_Yankovic,link
6600777,18938265,29,Don't_Download_This_Song,Weird_Al_Yankovic,link
51744,18938265,86,American_Pie_(song),Weird_Al_Yankovic,link
663903,18938265,16,Behind_the_Music,Weird_Al_Yankovic,link
209416,18938265,44,Ben_Folds,Weird_Al_Yankovic,link
11748645,18938265,17,Another_One_Rides_the_Bus_(EP),Weird_Al_Yankovic,link
3281387,18938265,11,Bedrock_Anthem,Weird_Al_Yankovic,link
17080248,18938265,51,Beat_It,Weird_Al_Yankovic,link
39026706,18938265,11,Blurred_Lines,Weird_Al_Yankovic,link
23138118,18938265,23,Craigslist_(song),Weird_Al_Yankovic,link
1782176,18938265,14,Bad_(Michael_Jackson_song),Weird_Al_Yankovic,link
433230,18938265,29,California_Polytechnic_State_University,Weird_Al_Yankovic,other
1263456,18938265,40,ApologetiX,Weird_Al_Yankovic,link
1162,18938265,33,Accordion,Weird_Al_Yankovic,link
16173682,18938265,14,List_of_keytarists,Weird_Al_Yankovic,link
4807288,18938265,16,List_of_backmasked_messages,Weird_Al_Yankovic,link
5747670,18938265,58,Live_and_Let_Die_(song),Weird_Al_Yankovic,link
6041,18938265,10,List_of_comedians,Weird_Al_Yankovic,link
25011929,18938265,10,John_and_Lorena_Bobbitt,Weird_Al_Yankovic,link
31526507,18938265,31,How_I_Met_Your_Mother_(season_7),Weird_Al_Yankovic,link
42746880,18938265,431,Galavant,Weird_Al_Yankovic,link
1503921,18938265,19,Hidden_track,Weird_Al_Yankovic,link
12089889,18938265,31,Eric_Stonestreet,Weird_Al_Yankovic,link
4094664,18938265,11,Lasagna_(song),Weird_Al_Yankovic,link
4169218,18938265,11,Haunted_Lighthouse,Weird_Al_Yankovic,link
4109863,18938265,13,Gump_(song),Weird_Al_Yankovic,link
4070828,18938265,17,I_Love_Rocky_Road,Weird_Al_Yankovic,link
2739735,18938265,10,I_Touch_Myself,Weird_Al_Yankovic,link
1847150,18938265,18,Ice_Ice_Baby,Weird_Al_Yankovic,link
44786839,18938265,31,List_of_The_Late_Late_Show_episodes_(2015_guest_hosts),Weird_Al_Yankovic,other
3615165,18938265,18,I_Want_It_That_Way,Weird_Al_Yankovic,link
3785221,18938265,26,Jim_West_(guitarist),Weird_Al_Yankovic,link
1928807,18938265,12,Fanny_pack,Weird_Al_Yankovic,link
33592458,18938265,213,Epic_Rap_Battles_of_History,Weird_Al_Yankovic,link
185416,18938265,220,Grammy_Award_for_Best_Comedy_Album,Weird_Al_Yankovic,link
15022585,18938265,12,James_Blunt,Weird_Al_Yankovic,other
43552374,18938265,26,Ice_Bucket_Challenge,Weird_Al_Yankovic,link
10417152,18938265,13,I_Want_a_New_Drug,Weird_Al_Yankovic,link
30821628,18938265,16,List_of_My_Little_Pony:_Friendship_Is_Magic_episodes,Weird_Al_Yankovic,link
43350433,18938265,25,Lame_Claim_to_Fame,Weird_Al_Yankovic,link
35191643,18938265,27,Kidnapped_by_Danger,Weird_Al_Yankovic,other
32291112,18938265,45,List_of_My_Little_Pony:_Friendship_Is_Magic_characters,Weird_Al_Yankovic,link
5458198,18938265,14,Judy_Tenuta,Weird_Al_Yankovic,link
85307,18938265,25,Huey_Lewis_and_the_News,Weird_Al_Yankovic,link
2157741,18938265,35,Jon_Schwartz_(drummer),Weird_Al_Yankovic,link
210836,18938265,13,Falco_(musician),Weird_Al_Yankovic,link
13101139,18938265,11,Here's_Johnny_(song),Weird_Al_Yankovic,link
4196662,18938265,27,Jordan_Peele,Weird_Al_Yankovic,link
625478,18938265,22,Gilbert_Gottfried,Weird_Al_Yankovic,other
21604923,18938265,15,Isaac_Newton_in_popular_culture,Weird_Al_Yankovic,link
359520,18938265,43,Joan_Jett,Weird_Al_Yankovic,link
4109668,18938265,21,Jurassic_Park_(song),Weird_Al_Yankovic,link
23138134,18938265,15,Internet_Leaks,Weird_Al_Yankovic,link
44955052,18938265,14,List_of_Epic_Rap_Battles_of_History_episodes,Weird_Al_Yankovic,link
1601775,18938265,10,Let's_Get_It_Started,Weird_Al_Yankovic,link
462389,18938265,19,List_of_The_Simpsons_guest_stars,Weird_Al_Yankovic,link
28271869,18938265,10,Hurley_(album),Weird_Al_Yankovic,other
1742323,18938265,114,Fat_(song),Weird_Al_Yankovic,link
,18938265,5129,other-empty,Weird_Al_Yankovic,other
32851,18938265,23,Wiki,Weird_Al_Yankovic,other
228355,18938265,95,The_Naked_Gun:_From_the_Files_of_Police_Squad!,Weird_Al_Yankovic,link
6932227,18938265,11,The_Saga_Begins_(album),Weird_Al_Yankovic,link
10128701,18938265,14,The_Biggest_Ball_of_Twine_in_Minnesota,Weird_Al_Yankovic,link
7198320,18938265,24,Weasel_Stomping_Day,Weird_Al_Yankovic,link
2026444,18938265,44,The_Safety_Dance,Weird_Al_Yankovic,link
19653364,18938265,11,"Whatever_You_Like_(""Weird_Al""_Yankovic_song)",Weird_Al_Yankovic,link
41684727,18938265,10,Whiplash_(2014_film),Weird_Al_Yankovic,other
5419140,18938265,91,The_Naked_Gun,Weird_Al_Yankovic,link
40688399,18938265,10,Timber_(song),Weird_Al_Yankovic,link
1584368,18938265,65,Yankovic,Weird_Al_Yankovic,link
3732122,18938265,15,Steve_Jay,Weird_Al_Yankovic,link
890630,18938265,80,Vanna_White,Weird_Al_Yankovic,link
43630148,18938265,21,Wallykazam!,Weird_Al_Yankovic,link
681822,18938265,27,UHF_–_Original_Motion_Picture_Soundtrack_and_Other_Stuff,Weird_Al_Yankovic,link
3070376,18938265,16,The_Food_Album,Weird_Al_Yankovic,link
4584644,18938265,34,Yoda_(song),Weird_Al_Yankovic,link
8567806,18938265,23,WordGirl,Weird_Al_Yankovic,link
43309524,18938265,92,Word_Crimes,Weird_Al_Yankovic,link
87474,18938265,13,Tony_Hawk,Weird_Al_Yankovic,link
1969519,18938265,24,U_Can't_Touch_This,Weird_Al_Yankovic,link
37656763,18938265,32,Thrift_Shop,Weird_Al_Yankovic,link
18784650,18938265,832,Super_Bowl_XLIX,Weird_Al_Yankovic,other
4109439,18938265,21,"You_Don't_Love_Me_Anymore_(""Weird_Al""_Yankovic_song)",Weird_Al_Yankovic,link
1867173,18938265,57,Naked_Gun_33⅓:_The_Final_Insult,Weird_Al_Yankovic,link
22572,18938265,10,October_23,Weird_Al_Yankovic,link
382199,18938265,14,Ray_Manzarek,Weird_Al_Yankovic,link
6967012,18938265,11,Seth_Green,Weird_Al_Yankovic,link
23811071,18938265,24,Party_in_the_U.S.A.,Weird_Al_Yankovic,link
1273502,18938265,118,Loser_(Beck_song),Weird_Al_Yankovic,link
262457,18938265,16,R._Lee_Ermey,Weird_Al_Yankovic,link
26678,18938265,11,Star_Wars,Weird_Al_Yankovic,link
611396,18938265,39,Rick_Derringer,Weird_Al_Yankovic,link
37287,18938265,12,Scooby-Doo,Weird_Al_Yankovic,link
194036,18938265,11,Spike_Jones,Weird_Al_Yankovic,link
57317,18938265,11,Prince_(musician),Weird_Al_Yankovic,other
2043990,18938265,102,Spy_Hard,Weird_Al_Yankovic,link
12694177,18938265,84,Lynwood_High_School,Weird_Al_Yankovic,link
681814,18938265,54,Off_the_Deep_End,Weird_Al_Yankovic,link
21073,18938265,14,Mad_(magazine),Weird_Al_Yankovic,link
3434143,18938265,18,Richard_Stallman,Weird_Al_Yankovic,link
89662,18938265,20,Margaret_Cho,Weird_Al_Yankovic,link
1417851,18938265,11,One_Week_(song),Weird_Al_Yankovic,link
39762022,18938265,18,My_Little_Pony:_Friendship_Is_Magic_(season_4),Weird_Al_Yankovic,link
573460,18938265,12,Space_Ghost_Coast_to_Coast,Weird_Al_Yankovic,link
2246914,18938265,14,Ray_of_Light_(song),Weird_Al_Yankovic,link
25140047,18938265,29,NOH8_Campaign,Weird_Al_Yankovic,other
1955961,18938265,85,Smells_Like_Nirvana,Weird_Al_Yankovic,link
371187,18938265,13,National_Enquirer,Weird_Al_Yankovic,link
36809740,18938265,14,Radioactive_(Imagine_Dragons_song),Weird_Al_Yankovic,link
681810,18938265,99,"Running_with_Scissors_(""Weird_Al""_Yankovic_album)",Weird_Al_Yankovic,link
1490639,18938265,20,Pokémon:_The_Movie_2000,Weird_Al_Yankovic,link
4109077,18938265,14,Money_for_Nothing/Beverly_Hillbillies*,Weird_Al_Yankovic,link
28214451,18938265,15,Mad_(TV_series),Weird_Al_Yankovic,link
1700806,18938265,14,One_of_Us_(Joan_Osborne_song),Weird_Al_Yankovic,other
31552317,18938265,39,Perform_This_Way,Weird_Al_Yankovic,link
104998,18938265,27,Michael_Richards,Weird_Al_Yankovic,link
1527386,18938265,31,Robot_Chicken,Weird_Al_Yankovic,link
2300912,18938265,19,Party_All_the_Time,Weird_Al_Yankovic,link
,18938265,1553,other-yahoo,Weird_Al_Yankovic,other
7630017,4161738,12,Weird_Al_Yankovic_discography,Weird_Al_Yankovic_Live!,link
,4161738,10,other-wikipedia,Weird_Al_Yankovic_Live!,other
,4161738,26,other-google,Weird_Al_Yankovic_Live!,other
33246249,4161738,10,Weird_Al_Yankovic_Live!:_The_Alpocalypse_Tour,Weird_Al_Yankovic_Live!,link
,4161738,11,other-empty,Weird_Al_Yankovic_Live!,other
,7630017,532,other-empty,Weird_Al_Yankovic_discography,other
1955961,7630017,27,Smells_Like_Nirvana,Weird_Al_Yankovic_discography,link
31552317,7630017,15,Perform_This_Way,Weird_Al_Yankovic_discography,link
739408,7630017,25,Eat_It,Weird_Al_Yankovic_discography,link
4649999,7630017,21,911_(Wyclef_Jean_song),Weird_Al_Yankovic_discography,other
18938265,7630017,1871,Weird_Al_Yankovic,Weird_Al_Yankovic_discography,link
998258,7630017,30,Amish_Paradise,Weird_Al_Yankovic_discography,link
6600777,7630017,11,Don't_Download_This_Song,Weird_Al_Yankovic_discography,link
1742323,7630017,17,Fat_(song),Weird_Al_Yankovic_discography,link
43350433,7630017,10,Lame_Claim_to_Fame,Weird_Al_Yankovic_discography,link
43039420,7630017,11,Everything_Will_Be_Alright_in_the_End,Weird_Al_Yankovic_discography,other
,7630017,167,other-yahoo,Weird_Al_Yankovic_discography,other
,7630017,21,other-other,Weird_Al_Yankovic_discography,other
4070747,7630017,13,Ricky_(song),Weird_Al_Yankovic_discography,link
43070100,7630017,33,Mandatory_Fun,Weird_Al_Yankovic_discography,link
15580374,7630017,189,Main_Page,Weird_Al_Yankovic_discography,other
6075882,7630017,36,White_&_Nerdy,Weird_Al_Yankovic_discography,link
,7630017,84,other-bing,Weird_Al_Yankovic_discography,other
2018105,7630017,52,"List_of_songs_recorded_by_""Weird_Al""_Yankovic",Weird_Al_Yankovic_discography,link
11311126,7630017,10,It's_All_About_the_Pentiums,Weird_Al_Yankovic_discography,link
,7630017,67,other-twitter,Weird_Al_Yankovic_discography,other
,7630017,1478,other-google,Weird_Al_Yankovic_discography,other
,7630017,137,other-wikipedia,Weird_Al_Yankovic_discography,other
,43882355,21,other-wikipedia,What_Is_This_Heart?,other
,43882355,132,other-google,What_Is_This_Heart?,other
,43882355,56,other-empty,What_Is_This_Heart?,other
29054561,43882355,1025,How_to_Dress_Well,What_Is_This_Heart?,link
33658579,43882355,12,List_of_albums_awarded_Pitchfork_Best_New_Album,What_Is_This_Heart?,other
37202658,43882355,128,Total_Loss_(album),What_Is_This_Heart?,other
,37813210,12,other-other,Where_Are_Your_Keys?,other
,37813210,37,other-google,Where_Are_Your_Keys?,other
,37813210,11,other-empty,Where_Are_Your_Keys?,other
,37813210,17,other-wikipedia,Where_Are_Your_Keys?,other
595282,37813210,71,Hand_game,Where_Are_Your_Keys?,other
10077425,37813210,29,Alutiiq_language,Where_Are_Your_Keys?,link
261070,37813210,58,Total_physical_response,Where_Are_Your_Keys?,other
9058458,37813210,71,Squamish_language,Where_Are_Your_Keys?,other
,41363180,15,other-google,"Yes,_And_rule",other
,27111155,13,other-empty,You've_Got_the_Touch,other
,27111155,187,other-google,You've_Got_the_Touch,other
,35881722,12,other-google,Yume_~Mugen_no_Kanata~,other
29264213,35881722,10,Vivid_(band),Yume_~Mugen_no_Kanata~,link
,36439291,10,other-wikipedia,"_(disambiguation)	other
7468179	36439291	231	Quotation_mark	_(disambiguation)",link
,36439291,17,other-empty,"_(disambiguation)	other
202033		115	ECT	et_cetera""",redlink
202033,,244,ECT,etc.,redlink
,11489847,11,other-wikipedia,$1.99_Romances,other
5885018,11489847,18,God_Street_Wine,$1.99_Romances,link
,11489847,16,other-empty,$1.99_Romances,other
,39007767,10,other-wikipedia,$100_Guitar_Project,other
,39007767,33,other-google,$100_Guitar_Project,other
,39007767,14,other-empty,$100_Guitar_Project,other
1588040,39007767,10,Nick_Didkovsky,$100_Guitar_Project,link
15608128,39007767,25,Ibanez_Jet_King,$100_Guitar_Project,link
,4042422,86,other-google,$2,other
,4042422,45,other-wikipedia,$2,other
15580374,4042422,21,Main_Page,$2,other
,4042422,42,other-empty,$2,other
,1419311,38,other-empty,$20,other
,1419311,20,other-wikipedia,$20,other
,1419311,21,other-google,$20,other
477331,1419311,10,United_States_ten-dollar_bill,$20,other
,24648172,19,other-google,$200,other
,1245168,16,other-wikipedia,$25_Million_Dollar_Hoax,other
,1245168,14,other-google,$25_Million_Dollar_Hoax,other
1023249,1245168,11,George_Gray_(television_personality),$25_Million_Dollar_Hoax,link
300567,1245168,21,Hidden_camera,$25_Million_Dollar_Hoax,link
429120,1245168,19,List_of_reality_television_programs,$25_Million_Dollar_Hoax,link
36094463,28612415,11,Diplo_production_discography,$O$_(Die_Antwoord_album),other
28588118,28612415,624,5_(Die_Antwoord_EP),$O$_(Die_Antwoord_album),other
29286930,28612415,385,Yolandi_Visser,$O$_(Die_Antwoord_album),other
26182691,28612415,294,Watkin_Tudor_Jones,$O$_(Die_Antwoord_album),other
34571991,28612415,446,Tension_(Die_Antwoord_album),$O$_(Die_Antwoord_album),other
28196738,28612415,32,MaxNormal.TV,$O$_(Die_Antwoord_album),other
,28612415,241,other-empty,$O$_(Die_Antwoord_album),other
,28612415,541,other-google,$O$_(Die_Antwoord_album),other
,28612415,30,other-wikipedia,$O$_(Die_Antwoord_album),other
35421075,28612415,49,Evil_Boy,$O$_(Die_Antwoord_album),other
26050642,28612415,2527,Die_Antwoord,$O$_(Die_Antwoord_album),other
22155074,10231968,11,C$_(disambiguation),$_(disambiguation),link
2308563,10231968,140,Dollar_sign,$_(disambiguation),link
,10231968,14,other-google,$_(disambiguation),other
,10231968,88,other-wikipedia,$_(disambiguation),other
,10231968,116,other-empty,$_(disambiguation),other
3361673,4213160,25,Town_&_Country_(film),$_(film),link
801116,4213160,31,Richard_Brooks,$_(film),link
,4213160,75,other-empty,$_(film),other
171680,4213160,10,1971_in_film,$_(film),link
313518,4213160,37,Gert_Fröbe,$_(film),link
48071,4213160,123,Goldie_Hawn,$_(film),link
1022198,4213160,12,Heist,$_(film),link
,4213160,10,other-other,$_(film),other
62809,4213160,140,Warren_Beatty,$_(film),link
,4213160,40,other-wikipedia,$_(film),other
,4213160,86,other-google,$_(film),other
12379987,4213160,14,List_of_crime_films_of_the_1970s,$_(film),link
11984730,4597115,11,Index_of_human_sexuality_articles,$pread,link
,4597115,26,other-empty,$pread,other
22814756,4597115,12,Madison_Young,$pread,link
,4597115,99,other-google,$pread,other
,4597115,32,other-wikipedia,$pread,other
33545134,4597115,27,Nica_Noelle,$pread,link
326309,1831030,15,Robert_Goulet,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
1681057,1831030,14,Treehouse_of_Horror_XIII,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
,1831030,17,other-bing,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
3620042,1831030,11,Sweet_Seymour_Skinner's_Baadasssss_Song,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
57850,1831030,13,Springfield,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
4939444,1831030,84,The_Simpsons_(season_5),"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
292279,1831030,32,List_of_recurring_The_Simpsons_characters,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
140332,1831030,149,List_of_The_Simpsons_episodes,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
14059,1831030,77,Howard_Hughes,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
,1831030,48,other-wikipedia,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
,1831030,741,other-google,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
598368,1831030,12,Josh_Weinstein,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
2011385,1831030,29,Homer_the_Vigilante,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
1889929,1831030,12,Saddlesore_Galactica,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
,1831030,270,other-empty,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",other
3605255,1831030,44,The_Last_Temptation_of_Homer,"$pringfield_(or,_How_I_Learned_to_Stop_Worrying_and_Love_Legalized_Gambling)",link
,1578140,1820,other-google,%s,other
,1578140,13,other-twitter,%s,other
,1578140,233,other-wikipedia,%s,other
,1578140,29756,other-empty,%s,other
,1578140,31,other-yahoo,%s,other
,1578140,103,other-other,%s,other
